id,titolo,genere,regista,anno,durataMinuti,etaMinima,dataOra,costoBiglietto
7595,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,2019-06-15 10:00,8.50
7596,Trois couleurs: Rouge,Drama,Krzysztof Kieslowski,1994,99,0,2019-06-14 15:30,6.50
7597,Wind River,Crime,Taylor Sheridan,2017,107,16,2019-06-14 13:00,8.50
7598,Wind River,Crime,Taylor Sheridan,2017,107,16,2019-06-14 10:30,7.50
7599,As Good as It Gets,Comedy,James L. Brooks,1997,139,12,2019-06-13 13:00,7.00
7600,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-06-13 10:30,8.00
7601,Jules et Jim,Drama,François Truffaut,1962,105,12,2019-06-12 13:00,7.00
7602,Young Frankenstein,Comedy,Mel Brooks,1974,106,12,2019-06-12 10:30,6.50
7603,Shichinin no samurai,Action,Akira Kurosawa,1954,207,0,2019-06-11 16:00,8.00
7604,Notorious,Drama,Alfred Hitchcock,1946,102,0,2019-06-11 13:30,8.50
7605,Night on Earth,Comedy,Jim Jarmusch,1991,129,16,2019-06-11 10:30,7.00
7606,The Last of the Mohicans,Action,Michael Mann,1992,112,12,2019-06-10 14:30,8.00
7607,Shichinin no samurai,Action,Akira Kurosawa,1954,207,0,2019-06-10 10:00,7.50
7608,Young Frankenstein,Comedy,Mel Brooks,1974,106,12,2019-06-09 18:30,9.50
7609,The Last of the Mohicans,Action,Michael Mann,1992,112,12,2019-06-09 16:00,6.50
7610,Les diaboliques,Crime,Henri-Georges Clouzot,1955,117,12,2019-06-09 13:00,8.50
7611,Raging Bull,Biography,Martin Scorsese,1980,129,12,2019-06-09 10:00,6.50
7612,The Dirty Dozen,Action,Robert Aldrich,1967,150,12,2019-06-08 18:30,8.50
7613,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,2019-06-08 16:00,8.50
7614,The Blues Brothers,Action,John Landis,1980,133,0,2019-06-08 13:00,7.50
7615,Trois couleurs: Rouge,Drama,Krzysztof Kieslowski,1994,99,0,2019-06-08 10:30,7.00
7616,Dirty Harry,Action,Don Siegel,1971,102,12,2019-06-07 12:30,8.50
7617,Once Were Warriors,Crime,Lee Tamahori,1994,102,12,2019-06-07 10:00,8.50
7618,Malcolm X,Biography,Spike Lee,1992,202,0,2019-06-06 16:00,7.00
7619,Notorious,Drama,Alfred Hitchcock,1946,102,0,2019-06-06 13:30,7.00
7620,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-06-06 10:30,8.00
7621,Trois couleurs: Rouge,Drama,Krzysztof Kieslowski,1994,99,0,2019-06-05 16:30,8.00
7622,Rebel Without a Cause,Drama,Nicholas Ray,1955,111,12,2019-06-05 13:30,7.50
7623,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,2019-06-05 10:30,7.00
7624,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2019-06-04 10:00,7.50
7625,Dirty Harry,Action,Don Siegel,1971,102,12,2019-06-03 10:30,8.50
7626,Titanic,Drama,James Cameron,1997,194,12,2019-06-02 15:30,7.00
7627,Jules et Jim,Drama,François Truffaut,1962,105,12,2019-06-02 13:00,7.50
7628,Notorious,Drama,Alfred Hitchcock,1946,102,0,2019-06-02 10:30,8.50
7629,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,2019-06-01 16:00,8.00
7630,Les diaboliques,Crime,Henri-Georges Clouzot,1955,117,12,2019-06-01 13:00,8.50
7631,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,2019-06-01 10:00,8.50
7632,Les yeux sans visage,Drama,Georges Franju,1960,90,12,2019-05-31 10:00,6.50
7633,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,2019-05-30 10:00,7.50
7634,Les diaboliques,Crime,Henri-Georges Clouzot,1955,117,12,2019-05-29 12:30,8.50
7635,The Wizard of Oz,Adventure,Victor Fleming,1939,102,0,2019-05-29 10:00,7.00
7636,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,2019-05-28 15:30,8.00
7637,Raging Bull,Biography,Martin Scorsese,1980,129,12,2019-05-28 12:30,7.50
7638,Le samouraï,Crime,Jean-Pierre Melville,1967,105,12,2019-05-28 10:00,6.50
7639,Les diaboliques,Crime,Henri-Georges Clouzot,1955,117,12,2019-05-27 13:30,6.50
7640,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2019-05-27 10:30,6.50
7641,Goldfinger,Action,Guy Hamilton,1964,110,12,2019-05-26 16:00,7.00
7642,Der Name der Rose,Crime,Jean-Jacques Annaud,1986,130,16,2019-05-26 13:00,7.00
7643,Se7en,Crime,David Fincher,1995,127,12,2019-05-26 10:00,7.50
7644,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-05-25 15:30,8.50
7645,The Sting,Comedy,George Roy Hill,1973,129,0,2019-05-25 12:30,8.00
7646,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,2019-05-25 10:00,6.50
7647,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,2019-05-24 15:30,7.00
7648,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-05-24 12:30,6.50
7649,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-05-24 10:00,8.50
7650,Malcolm X,Biography,Spike Lee,1992,202,0,2019-05-23 10:30,8.00
7651,Dirty Harry,Action,Don Siegel,1971,102,12,2019-05-22 10:30,6.50
7652,Once Were Warriors,Crime,Lee Tamahori,1994,102,12,2019-05-21 10:00,7.00
7653,Titanic,Drama,James Cameron,1997,194,12,2019-05-20 13:00,8.50
7654,Se7en,Crime,David Fincher,1995,127,12,2019-05-20 10:00,8.50
7655,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2019-05-19 17:00,7.00
7656,Malcolm X,Biography,Spike Lee,1992,202,0,2019-05-19 12:30,6.50
7657,Gifted,Drama,Marc Webb,2017,101,12,2019-05-19 10:00,8.50
7658,Se7en,Crime,David Fincher,1995,127,12,2019-05-18 17:30,7.00
7659,Blowup,Drama,Michelangelo Antonioni,1966,111,12,2019-05-18 15:00,7.50
7660,Harvey,Comedy,Henry Koster,1950,104,12,2019-05-18 12:30,6.50
7661,Jules et Jim,Drama,François Truffaut,1962,105,12,2019-05-18 10:00,6.50
7662,Misery,Drama,Rob Reiner,1990,107,16,2019-05-17 13:00,7.00
7663,Dark City,Mystery,Alex Proyas,1998,100,12,2019-05-17 10:30,7.00
7664,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-05-16 10:00,6.50
7665,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,2019-05-15 15:30,8.00
7666,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-05-15 13:00,6.50
7667,Gifted,Drama,Marc Webb,2017,101,12,2019-05-15 10:30,7.00
7668,The Blues Brothers,Action,John Landis,1980,133,0,2019-05-14 15:30,7.00
7669,Once Were Warriors,Crime,Lee Tamahori,1994,102,12,2019-05-14 13:00,7.00
7670,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-05-14 10:30,7.50
7671,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-05-13 15:00,8.00
7672,Dirty Harry,Action,Don Siegel,1971,102,12,2019-05-13 12:30,7.00
7673,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-05-13 10:00,7.00
7674,Tengoku to jigoku,Crime,Akira Kurosawa,1963,143,12,2019-05-12 21:00,9.50
7675,Malcolm X,Biography,Spike Lee,1992,202,0,2019-05-12 16:30,7.00
7676,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2019-05-12 13:30,8.50
7677,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,2019-05-12 10:30,6.50
7678,Malcolm X,Biography,Spike Lee,1992,202,0,2019-05-11 17:00,8.00
7679,Stalag 17,Comedy,Billy Wilder,1953,120,12,2019-05-11 14:00,7.50
7680,Bound by Honor,Crime,Taylor Hackford,1993,180,16,2019-05-11 10:00,8.50
7681,Der Name der Rose,Crime,Jean-Jacques Annaud,1986,130,16,2019-05-10 15:30,7.00
7682,A Few Good Men,Drama,Rob Reiner,1992,138,0,2019-05-10 12:30,8.50
7683,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-05-10 10:00,7.00
7684,Only the Brave,Action,Joseph Kosinski,2017,134,12,2019-05-09 10:00,7.50
7685,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,2019-05-08 15:00,7.50
7686,Ferris Bueller's Day Off,Comedy,John Hughes,1986,103,0,2019-05-08 12:30,8.50
7687,Once Were Warriors,Crime,Lee Tamahori,1994,102,12,2019-05-08 10:00,7.50
7688,Les yeux sans visage,Drama,Georges Franju,1960,90,12,2019-05-07 13:30,7.00
7689,Se7en,Crime,David Fincher,1995,127,12,2019-05-07 10:30,8.00
7690,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,2019-05-06 12:30,8.50
7691,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,2019-05-06 10:00,8.00
7692,Misery,Drama,Rob Reiner,1990,107,16,2019-05-05 17:30,7.00
7693,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-05-05 15:30,7.50
7694,Raging Bull,Biography,Martin Scorsese,1980,129,12,2019-05-05 12:30,7.50
7695,Ferris Bueller's Day Off,Comedy,John Hughes,1986,103,0,2019-05-05 10:00,7.50
7696,Dazed and Confused,Comedy,Richard Linklater,1993,102,0,2019-05-04 19:30,10.00
7697,The Last Emperor,Biography,Bernardo Bertolucci,1987,163,0,2019-05-04 16:00,8.00
7698,The Sting,Comedy,George Roy Hill,1973,129,0,2019-05-04 13:00,8.00
7699,Se7en,Crime,David Fincher,1995,127,12,2019-05-04 10:00,8.50
7700,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-05-03 10:30,6.50
7701,Raging Bull,Biography,Martin Scorsese,1980,129,12,2019-05-02 16:00,8.00
7702,Red River,Action,Howard Hawks,1948,133,12,2019-05-02 13:00,7.00
7703,A Few Good Men,Drama,Rob Reiner,1992,138,0,2019-05-02 10:00,7.50
7704,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2019-05-01 10:00,8.50
7705,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-04-30 17:30,7.50
7706,Bound by Honor,Crime,Taylor Hackford,1993,180,16,2019-04-30 13:30,7.50
7707,A Few Good Men,Drama,Rob Reiner,1992,138,0,2019-04-30 10:00,8.00
7708,Amadeus,Biography,Milos Forman,1984,160,16,2019-04-29 10:30,7.00
7709,Red River,Action,Howard Hawks,1948,133,12,2019-04-28 17:00,7.50
7710,The Sting,Comedy,George Roy Hill,1973,129,0,2019-04-28 14:00,7.00
7711,The Last Emperor,Biography,Bernardo Bertolucci,1987,163,0,2019-04-28 10:30,7.00
7712,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-27 21:00,9.00
7713,The Deer Hunter,Drama,Michael Cimino,1978,183,12,2019-04-27 17:00,8.00
7714,The Deer Hunter,Drama,Michael Cimino,1978,183,12,2019-04-27 13:00,6.50
7715,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-27 10:30,8.50
7716,Gifted,Drama,Marc Webb,2017,101,12,2019-04-26 14:00,6.50
7717,Bound by Honor,Crime,Taylor Hackford,1993,180,16,2019-04-26 10:00,8.50
7718,Viskningar och rop,Drama,Ingmar Bergman,1972,91,12,2019-04-25 16:00,8.00
7719,Dog Day Afternoon,Biography,Sidney Lumet,1975,125,0,2019-04-25 13:00,6.50
7720,A Few Good Men,Drama,Rob Reiner,1992,138,0,2019-04-25 10:00,7.50
7721,The Long Goodbye,Comedy,Robert Altman,1973,112,12,2019-04-24 16:30,7.50
7722,The Sting,Comedy,George Roy Hill,1973,129,0,2019-04-24 13:30,7.50
7723,Citizen Kane,Drama,Orson Welles,1941,119,12,2019-04-24 10:30,7.50
7724,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,2019-04-23 13:00,8.50
7725,Tengoku to jigoku,Crime,Akira Kurosawa,1963,143,12,2019-04-23 10:00,6.50
7726,Blowup,Drama,Michelangelo Antonioni,1966,111,12,2019-04-22 16:30,7.50
7727,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,2019-04-22 13:30,8.50
7728,A Few Good Men,Drama,Rob Reiner,1992,138,0,2019-04-22 10:30,7.50
7729,Paths of Glory,Drama,Stanley Kubrick,1957,88,12,2019-04-21 18:30,10.00
7730,Ikiru,Drama,Akira Kurosawa,1952,143,12,2019-04-21 15:30,7.50
7731,The Straight Story,Biography,David Lynch,1999,112,0,2019-04-21 12:30,7.00
7732,The Killing,Crime,Stanley Kubrick,1956,84,12,2019-04-21 10:00,7.50
7733,Dark City,Mystery,Alex Proyas,1998,100,12,2019-04-20 16:00,7.00
7734,Cabaret,Drama,Bob Fosse,1972,124,12,2019-04-20 13:00,6.50
7735,Cabaret,Drama,Bob Fosse,1972,124,12,2019-04-20 10:00,8.50
7736,Der Name der Rose,Crime,Jean-Jacques Annaud,1986,130,16,2019-04-19 13:30,6.50
7737,Ikiru,Drama,Akira Kurosawa,1952,143,12,2019-04-19 10:30,8.00
7738,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-04-18 16:30,8.00
7739,Ikiru,Drama,Akira Kurosawa,1952,143,12,2019-04-18 13:00,7.50
7740,La double vie de Véronique,Drama,Krzysztof Kieslowski,1991,98,16,2019-04-18 10:30,6.50
7741,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,2019-04-17 10:00,8.00
7742,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,2019-04-16 15:30,7.50
7743,Ferris Bueller's Day Off,Comedy,John Hughes,1986,103,0,2019-04-16 13:00,6.50
7744,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2019-04-16 10:30,8.50
7745,On Golden Pond,Drama,Mark Rydell,1981,109,12,2019-04-15 17:00,6.50
7746,Scarface,Crime,Brian De Palma,1983,170,12,2019-04-15 13:30,7.50
7747,Ikiru,Drama,Akira Kurosawa,1952,143,12,2019-04-15 10:30,8.00
7748,Harvey,Comedy,Henry Koster,1950,104,12,2019-04-14 15:00,6.50
7749,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-04-14 13:00,8.00
7750,Yôjinbô,Action,Akira Kurosawa,1961,110,12,2019-04-14 10:00,8.50
7751,On Golden Pond,Drama,Mark Rydell,1981,109,12,2019-04-13 17:30,8.00
7752,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-04-13 15:30,7.00
7753,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-13 13:00,6.50
7754,Les yeux sans visage,Drama,Georges Franju,1960,90,12,2019-04-13 10:30,7.00
7755,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-04-12 10:30,8.00
7756,Harvey,Comedy,Henry Koster,1950,104,12,2019-04-11 10:30,7.50
7757,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-10 16:30,7.00
7758,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-04-10 13:30,6.50
7759,Scarface,Crime,Brian De Palma,1983,170,12,2019-04-10 10:00,7.50
7760,Scarface,Crime,Brian De Palma,1983,170,12,2019-04-09 10:00,8.50
7761,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-08 12:30,7.50
7762,Rushmore,Comedy,Wes Anderson,1998,93,12,2019-04-08 10:00,7.50
7763,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-04-07 16:00,8.50
7764,Les quatre cents coups,Crime,François Truffaut,1959,99,12,2019-04-07 13:30,7.00
7765,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-04-07 10:30,7.00
7766,American History X,Drama,Tony Kaye,1998,119,16,2019-04-06 18:30,8.50
7767,The Kid,Comedy,Charles Chaplin,1921,68,12,2019-04-06 16:30,8.00
7768,Scarface,Crime,Brian De Palma,1983,170,12,2019-04-06 13:00,7.50
7769,Blowup,Drama,Michelangelo Antonioni,1966,111,12,2019-04-06 10:00,7.50
7770,The Killing,Crime,Stanley Kubrick,1956,84,12,2019-04-05 10:00,8.00
7771,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2019-04-04 16:00,7.00
7772,Paper Moon,Comedy,Peter Bogdanovich,1973,102,0,2019-04-04 13:30,8.00
7773,American History X,Drama,Tony Kaye,1998,119,16,2019-04-04 10:30,8.00
7774,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-04-03 10:00,8.00
7775,K.G.F: Chapter 1,Action,Prashanth Neel,2018,156,12,2019-04-02 15:00,7.00
7776,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-02 12:30,8.50
7777,The Long Goodbye,Comedy,Robert Altman,1973,112,12,2019-04-02 10:00,8.50
7778,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-04-01 10:00,7.00
7779,K.G.F: Chapter 1,Action,Prashanth Neel,2018,156,12,2019-03-31 19:00,8.50
7780,Citizen Kane,Drama,Orson Welles,1941,119,12,2019-03-31 16:30,8.50
7781,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-03-31 14:00,6.50
7782,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-03-31 10:30,7.50
7783,Tengoku to jigoku,Crime,Akira Kurosawa,1963,143,12,2019-03-30 18:30,9.00
7784,Harvey,Comedy,Henry Koster,1950,104,12,2019-03-30 16:00,8.00
7785,Citizen Kane,Drama,Orson Welles,1941,119,12,2019-03-30 13:00,7.00
7786,Raging Bull,Biography,Martin Scorsese,1980,129,12,2019-03-30 10:00,7.50
7787,Cabaret,Drama,Bob Fosse,1972,124,12,2019-03-29 10:00,7.50
7788,Being John Malkovich,Comedy,Spike Jonze,1999,113,16,2019-03-28 13:00,8.00
7789,Harvey,Comedy,Henry Koster,1950,104,12,2019-03-28 10:30,8.00
7790,The Killing,Crime,Stanley Kubrick,1956,84,12,2019-03-27 16:00,7.50
7791,The Long Goodbye,Comedy,Robert Altman,1973,112,12,2019-03-27 13:00,6.50
7792,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2019-03-27 10:30,7.00
7793,A Star Is Born,Drama,Bradley Cooper,2018,136,12,2019-03-26 16:30,7.50
7794,Miracle on 34th Street,Comedy,George Seaton,1947,96,12,2019-03-26 14:00,7.00
7795,K.G.F: Chapter 1,Action,Prashanth Neel,2018,156,12,2019-03-26 10:30,8.50
7796,Cool Hand Luke,Crime,Stuart Rosenberg,1967,127,12,2019-03-25 15:30,7.50
7797,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-03-25 12:30,6.50
7798,Nosferatu,Fantasy,F.W. Murnau,1922,94,12,2019-03-25 10:00,8.50
7799,Rushmore,Comedy,Wes Anderson,1998,93,12,2019-03-24 17:30,6.50
7800,The Killing,Crime,Stanley Kubrick,1956,84,12,2019-03-24 15:30,7.50
7801,Laura,Drama,Otto Preminger,1944,88,12,2019-03-24 13:00,7.50
7802,Laura,Drama,Otto Preminger,1944,88,12,2019-03-24 10:30,6.50
7803,Rushmore,Comedy,Wes Anderson,1998,93,12,2019-03-23 16:00,6.50
7804,Citizen Kane,Drama,Orson Welles,1941,119,12,2019-03-23 13:00,6.50
7805,Cabaret,Drama,Bob Fosse,1972,124,12,2019-03-23 10:00,8.50
7806,Cabaret,Drama,Bob Fosse,1972,124,12,2019-03-22 13:00,8.50
7807,On Golden Pond,Drama,Mark Rydell,1981,109,12,2019-03-22 10:30,7.50
7808,The Deer Hunter,Drama,Michael Cimino,1978,183,12,2019-03-21 12:30,6.50
7809,Laura,Drama,Otto Preminger,1944,88,12,2019-03-21 10:00,8.00
7810,La Strada,Drama,Federico Fellini,1954,108,12,2019-03-20 15:30,8.00
7811,The Birds,Drama,Alfred Hitchcock,1963,119,12,2019-03-20 13:00,8.00
7812,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-03-20 10:00,7.50
7813,The Killing,Crime,Stanley Kubrick,1956,84,12,2019-03-19 10:30,6.50
7814,Deadpool 2,Action,David Leitch,2018,119,16,2019-03-18 10:00,8.00
7815,On Golden Pond,Drama,Mark Rydell,1981,109,12,2019-03-17 17:00,8.50
7816,Titanic,Drama,James Cameron,1997,194,12,2019-03-17 13:00,7.00
7817,Laura,Drama,Otto Preminger,1944,88,12,2019-03-17 10:30,8.50
7818,Uri: The Surgical Strike,Action,Aditya Dhar,2018,138,12,2019-03-16 18:00,9.00
7819,The Sandlot,Comedy,David Mickey Evans,1993,101,0,2019-03-16 15:30,6.50
7820,Rushmore,Comedy,Wes Anderson,1998,93,12,2019-03-16 13:00,6.50
7821,Uri: The Surgical Strike,Action,Aditya Dhar,2018,138,12,2019-03-16 10:00,7.50
7822,The Sandlot,Comedy,David Mickey Evans,1993,101,0,2019-03-15 16:00,8.50
7823,Eskiya,Crime,Yavuz Turgul,1996,128,12,2019-03-15 13:00,7.50
7824,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-03-15 10:00,6.50
7825,Citizen Kane,Drama,Orson Welles,1941,119,12,2019-03-14 13:30,7.50
7826,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-03-14 10:30,7.00
7827,La Strada,Drama,Federico Fellini,1954,108,12,2019-03-13 16:00,6.50
7828,Rear Window,Mystery,Alfred Hitchcock,1954,112,0,2019-03-13 13:30,8.50
7829,Raging Bull,Biography,Martin Scorsese,1980,129,12,2019-03-13 10:30,7.50
7830,On Golden Pond,Drama,Mark Rydell,1981,109,12,2019-03-12 12:30,8.50
7831,On Golden Pond,Drama,Mark Rydell,1981,109,12,2019-03-12 10:00,6.50
7832,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-03-11 10:30,7.50
7833,Rushmore,Comedy,Wes Anderson,1998,93,12,2019-03-10 20:00,10.00
7834,Uri: The Surgical Strike,Action,Aditya Dhar,2018,138,12,2019-03-10 16:30,8.00
7835,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,2019-03-10 13:30,7.50
7836,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,2019-03-10 10:30,8.00
7837,A Star Is Born,Drama,Bradley Cooper,2018,136,12,2019-03-09 18:30,9.00
7838,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-03-09 15:30,8.00
7839,Cool Hand Luke,Crime,Stuart Rosenberg,1967,127,12,2019-03-09 12:30,7.50
7840,Beauty and the Beast,Animation,Gary Trousdale,1991,84,0,2019-03-09 10:30,7.00
7841,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-03-08 13:00,7.50
7842,A Star Is Born,Drama,Bradley Cooper,2018,136,12,2019-03-08 10:00,6.50
7843,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-03-07 10:30,6.50
7844,Deadpool 2,Action,David Leitch,2018,119,16,2019-03-06 17:00,7.00
7845,La Strada,Drama,Federico Fellini,1954,108,12,2019-03-06 14:00,6.50
7846,Terminator 2: Judgment Day,Action,James Cameron,1991,137,0,2019-03-06 10:30,7.00
7847,Once Upon a Time... in Hollywood,Comedy,Quentin Tarantino,2019,161,12,2019-03-05 10:30,8.00
7848,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,2019-03-04 10:00,7.00
7849,Rear Window,Mystery,Alfred Hitchcock,1954,112,0,2019-03-03 15:30,8.50
7850,Being John Malkovich,Comedy,Spike Jonze,1999,113,16,2019-03-03 13:00,8.00
7851,Eskiya,Crime,Yavuz Turgul,1996,128,12,2019-03-03 10:00,8.50
7852,The Maltese Falcon,Film-Noir,John Huston,1941,100,12,2019-03-02 19:30,10.00
7853,American History X,Drama,Tony Kaye,1998,119,16,2019-03-02 16:30,8.50
7854,The Searchers,Adventure,John Ford,1956,119,12,2019-03-02 13:30,7.00
7855,La Strada,Drama,Federico Fellini,1954,108,12,2019-03-02 10:30,8.50
7856,Laura,Drama,Otto Preminger,1944,88,12,2019-03-01 10:30,8.00
7857,Beauty and the Beast,Animation,Gary Trousdale,1991,84,0,2019-02-28 10:00,6.50
7858,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2019-02-27 13:00,8.50
7859,Being John Malkovich,Comedy,Spike Jonze,1999,113,16,2019-02-27 10:00,6.50
7860,Titanic,Drama,James Cameron,1997,194,12,2019-02-26 13:00,6.50
7861,Deadpool 2,Action,David Leitch,2018,119,16,2019-02-26 10:00,7.00
7862,Citizen Kane,Drama,Orson Welles,1941,119,12,2019-02-25 13:30,7.50
7863,Le locataire,Drama,Roman Polanski,1976,126,16,2019-02-25 10:30,8.00
7864,Roma,Drama,Alfonso Cuarón,2018,135,16,2019-02-24 18:00,9.00
7865,The Maltese Falcon,Film-Noir,John Huston,1941,100,12,2019-02-24 15:30,8.00
7866,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2019-02-24 13:00,6.50
7867,Shadow of a Doubt,Film-Noir,Alfred Hitchcock,1943,108,6,2019-02-24 10:30,8.50
7868,American History X,Drama,Tony Kaye,1998,119,16,2019-02-23 16:00,8.50
7869,All About Eve,Drama,Joseph L. Mankiewicz,1950,138,12,2019-02-23 13:00,6.50
7870,Dirty Harry,Action,Don Siegel,1971,102,12,2019-02-23 10:30,8.00
7871,Witness for the Prosecution,Crime,Billy Wilder,1957,116,0,2019-02-22 10:30,8.50
7872,Todo sobre mi madre,Drama,Pedro Almodóvar,1999,101,16,2019-02-21 14:30,6.50
7873,Bronenosets Potemkin,Drama,Sergei M. Eisenstein,1925,75,12,2019-02-21 12:30,7.50
7874,Beauty and the Beast,Animation,Gary Trousdale,1991,84,0,2019-02-21 10:00,6.50
7875,"Il buono, il brutto, il cattivo",Western,Sergio Leone,1966,161,12,2019-02-20 13:00,8.00
7876,American History X,Drama,Tony Kaye,1998,119,16,2019-02-20 10:30,8.00
7877,Eskiya,Crime,Yavuz Turgul,1996,128,12,2019-02-19 13:30,6.50
